Client	Time
1867	0.000530
1873	0.000488
1876	0.000485
1880	0.000462
1875	0.000521
1878	0.000493
1883	0.000458
1879	0.000494
1877	0.000522
1881	0.000486
1882	0.000487
1884	0.000467
1885	0.000489
1887	0.000481
1886	0.000497
1889	0.000491
1888	0.000500
1892	0.000475
1890	0.000510
1891	0.000497
1894	0.000479
1895	0.000489
1893	0.000513
1896	0.000491
1899	0.000486
1900	0.000491
1898	0.000510
1897	0.000524
1901	0.000496
1905	0.000484
1903	0.000521
1909	0.000482
1902	0.000538
1907	0.000517
1904	0.000541
1911	0.000501
1910	0.000510
1906	0.000546
1912	0.000506
1908	0.000547
1916	0.000485
1914	0.000506
1915	0.000502
1917	0.000487
1921	0.000476
1913	0.000546
1919	0.000498
1920	0.000498
1918	0.000518
1923	0.000492
1925	0.000481
1924	0.000508
1922	0.000534
1928	0.000490
1926	0.000521
1929	0.000501
1927	0.000523
1933	0.000473
1934	0.000474
1930	0.000516
1932	0.000499
1931	0.000517
1935	0.000503
1936	0.000497
1939	0.000473
1937	0.000508
1938	0.000508
1940	0.000497
1942	0.000501
1943	0.000494
1941	0.000519
1945	0.000488
1944	0.000519
1948	0.000505
1952	0.000476
1950	0.000508
1947	0.000544
1954	0.000487
1951	0.000512
1953	0.000505
1946	0.000567
1949	0.000543
1956	0.000502
1958	0.000498
1959	0.000498
1955	0.000532
1960	0.000495
1961	0.000493
1957	0.000533
1964	0.000493
1965	0.000490
1966	0.000482
1962	0.000527
1963	0.000526
1968	0.000466
1971	0.000465
1967	0.000514
1970	0.000489
1969	0.000506
1973	0.000493
1972	0.000506
1975	0.000495
1976	0.000488
1978	0.000482
1974	0.000518
1980	0.000479
1977	0.000521
1979	0.000514
1981	0.000500
1984	0.000483
1986	0.000479
1985	0.000494
1982	0.000520
1983	0.000517
1988	0.000503
1991	0.000493
1990	0.000507
1989	0.000520
1994	0.000485
1987	0.000547
1992	0.000508
1993	0.000507
1995	0.000506
1996	0.000507
1999	0.000486
1997	0.000515
1998	0.000499
2001	0.000490
2000	0.000508
2002	0.000499
2005	0.000493
2004	0.000507
2008	0.000480
2003	0.000523
2007	0.000500
2010	0.000483
2006	0.000525
2009	0.000503
2013	0.000479
2012	0.000488
2011	0.000511
2014	0.000512
2018	0.000497
2020	0.000486
2021	0.000480
2015	0.000529
2017	0.000522
2022	0.000500
2016	0.000561
2019	0.000545
2023	0.000528
2024	0.000526
2025	0.000524
2027	0.000520
2026	0.000530
2028	0.000516
2034	0.000482
2032	0.000504
2029	0.000538
2030	0.000536
2033	0.000518
2031	0.000548
2037	0.000503
2035	0.000528
2042	0.000496
2036	0.000543
2041	0.000511
2039	0.000532
2043	0.000504
2040	0.000528
2038	0.000547
2044	0.000532
2049	0.000493
2045	0.000543
2050	0.000497
2051	0.000497
2046	0.000549
2053	0.000500
2048	0.000544
2052	0.000518
2054	0.000508
2058	0.000488
2057	0.000503
2055	0.000526
2056	0.000523
2047	0.000600
2059	0.000512
2061	0.000504
2060	0.000518
2062	0.000502
2064	0.000501
2063	0.000530
2065	0.000533
2067	0.000525
2066	0.000541
2072	0.000483
2068	0.000517
2069	0.000522
2074	0.000489
2070	0.000530
2073	0.000510
2077	0.000534
2076	0.000546
2071	0.000590
2079	0.000523
2075	0.000562
2082	0.000536
2080	0.000557
2084	0.000536
2078	0.000594
2081	0.000565
2085	0.000537
2083	0.000559
2090	0.000503
2086	0.000556
2088	0.000543
2089	0.000540
2087	0.000560
2092	0.000522
2091	0.000532
2093	0.000541
2094	0.000537
2096	0.000532
2095	0.000542
2098	0.000528
2099	0.000523
2100	0.000521
2097	0.000571
2101	0.000543
2104	0.000523
2102	0.000550
2103	0.000549
2107	0.000525
2110	0.000510
2109	0.000521
2108	0.000532
2106	0.000551
2105	0.000564
2112	0.000507
2113	0.000520
2111	0.000549
2114	0.000527
2119	0.000505
2116	0.000541
2115	0.000562
2118	0.000541
2124	0.000492
2120	0.000536
2122	0.000518
2117	0.000565
2126	0.000501
2125	0.000514
2121	0.000545
2123	0.000545
2128	0.000510
2127	0.000520
2129	0.000528
2131	0.000526
2130	0.000555
2132	0.000543
2133	0.000539
2135	0.000534
2136	0.000536
2134	0.000554
2137	0.000526
2139	0.000533
2138	0.000544
2141	0.000516
2142	0.000515
2143	0.000517
2140	0.000561
2144	0.000539
2146	0.000523
2145	0.000538
2148	0.000519
2147	0.000533
2153	0.000501
2149	0.000544
2150	0.000539
2154	0.000507
2155	0.000500
2151	0.000541
2157	0.000506
2159	0.000497
2156	0.000525
2152	0.000563
2161	0.000493
2158	0.000521
2160	0.000528
2162	0.000518
2164	0.000515
2165	0.000514
2167	0.000492
2163	0.000536
2166	0.000529
2168	0.000535
2169	0.000529
2170	0.000523
2172	0.000514
2173	0.000518
2174	0.000517
2171	0.000552
2175	0.000525
2176	0.000519
2180	0.000488
2178	0.000508
2177	0.000522
2179	0.000511
2181	0.000516
2182	0.000511
2184	0.000514
2185	0.000509
2186	0.000502
2183	0.000533
2187	0.000509
2188	0.000503
2189	0.000504
2193	0.000479
2192	0.000522
2194	0.000506
2191	0.000536
2200	0.000467
2201	0.000466
2196	0.000515
2190	0.000570
2195	0.000529
2198	0.000516
2199	0.000515
2197	0.000534
2203	0.000495
2202	0.000521
2204	0.000518
2207	0.000499
2208	0.000499
2209	0.000505
2206	0.000540
2205	0.000560
2211	0.000508
2210	0.000524
2212	0.000509
2215	0.000481
2213	0.000500
2214	0.000502
2216	0.000495
2217	0.000493
2220	0.000473
2219	0.000489
2221	0.000503
2222	0.000497
2218	0.000537
2223	0.000518
2226	0.000497
2224	0.000530
2228	0.000505
2229	0.000502
2225	0.000536
2227	0.000524
2232	0.000486
2230	0.000506
2231	0.000501
2235	0.000493
2233	0.000523
2234	0.000522
2236	0.000524
2237	0.000508
2238	0.000509
2239	0.000520
2240	0.000530
2241	0.000523
2242	0.000521
2247	0.000488
2243	0.000525
2245	0.000515
2244	0.000529
2246	0.000536
2248	0.000532
2250	0.000516
2249	0.000543
2253	0.000512
2251	0.000534
2252	0.000528
2255	0.000511
2256	0.000513
2260	0.000482
2254	0.000536
2257	0.000538
2259	0.000530
2261	0.000528
2258	0.000555
2262	0.000535
2267	0.000495
2264	0.000526
2266	0.000518
2263	0.000547
2269	0.000507
2268	0.000522
2271	0.000497
2265	0.000554
2274	0.000481
2270	0.000531
2272	0.000517
2273	0.000514
2276	0.000490
2275	0.000514
2278	0.000491
2277	0.000514
2279	0.000499
2280	0.000494
2284	0.000479
2283	0.000498
2286	0.000487
2281	0.000533
2285	0.000510
2282	0.000542
2287	0.000502
2288	0.000506
2290	0.000495
2291	0.000487
2292	0.000490
2289	0.000517
2293	0.000485
2295	0.000501
2298	0.000478
2294	0.000522
2299	0.000477
2296	0.000509
2297	0.000511
2300	0.000490
2302	0.000489
2303	0.000484
2301	0.000503
2305	0.000489
2306	0.000481
2304	0.000506
2307	0.000483
2309	0.000481
2308	0.000495
2310	0.000485
2311	0.000492
2313	0.000489
2312	0.000503
2314	0.000500
2316	0.000486
2315	0.000496
2317	0.000492
2320	0.000476
2318	0.000509
2319	0.000500
2321	0.000489
2322	0.000484
2323	0.000480
2324	0.000490
2326	0.000493
2325	0.000503
2329	0.000476
2327	0.000496
2330	0.000473
2328	0.000494
2331	0.000484
2332	0.000497
2335	0.000481
2334	0.000492
2333	0.000504
2337	0.000473
2336	0.000487
2338	0.000490
2340	0.000476
2341	0.000478
2339	0.000501
2342	0.000493
2345	0.000480
2344	0.000492
2343	0.000503
2346	0.000492
2347	0.000492
2348	0.000482
2350	0.000475
2349	0.000485
2351	0.000490
2352	0.000500
2356	0.000473
2353	0.000500
2354	0.000493
2355	0.000487
2358	0.000479
2357	0.000488
2360	0.000478
2359	0.000491
2363	0.000477
2362	0.000492
2361	0.000505
2365	0.000491
2366	0.000492
2364	0.000509
2368	0.000480
2367	0.000503
2370	0.000488
2369	0.000510
2372	0.000490
2373	0.000491
2371	0.000509
2374	0.000498
2377	0.000489
2375	0.000507
2376	0.000521
2381	0.000485
2378	0.000510
2380	0.000504
2379	0.000515
2382	0.000499
2384	0.000487
2383	0.000515
2385	0.000501
2388	0.000480
2386	0.000503
2389	0.000481
2387	0.000505
2390	0.000496
2391	0.000499
2392	0.000492
2393	0.000494
2394	0.000489
2395	0.000491
2396	0.000487
2397	0.000490
2399	0.000478
2398	0.000503
2401	0.000491
2405	0.000470
2400	0.000516
2402	0.000509
2403	0.000508
2406	0.000486
2407	0.000488
2404	0.000530
2408	0.000506
2409	0.000507
2410	0.000500
2411	0.000505
2412	0.000508
2414	0.000492
2416	0.000486
2413	0.000521
2415	0.000517
2417	0.000502
2419	0.000497
2418	0.000508
2421	0.000489
2420	0.000522
2422	0.000511
2423	0.000516
2427	0.000479
2426	0.000491
2424	0.000516
2425	0.000513
2428	0.000500
2430	0.000491
2429	0.000506
2431	0.000502
2433	0.000497
2432	0.000506
2434	0.000500
2436	0.000494
2437	0.000484
2435	0.000507
2440	0.000492
2439	0.000501
2438	0.000513
2442	0.000501
2444	0.000494
2443	0.000503
2441	0.000524
2445	0.000500
2446	0.000498
2447	0.000500
2449	0.000488
2448	0.000511
2450	0.000502
2451	0.000496
2452	0.000500
2455	0.000486
2453	0.000508
2456	0.000489
2454	0.000505
2457	0.000491
2458	0.000491
2459	0.000495
2461	0.000478
2460	0.000491
2463	0.000485
2464	0.000484
2462	0.000506
2466	0.000483
2465	0.000492
2467	0.000479
2468	0.000486
2469	0.000472
2471	0.000480
2470	0.000494
2472	0.000488
2474	0.000475
2473	0.000492
2475	0.000489
2476	0.000482
2477	0.000484
2478	0.000476
2480	0.000466
2479	0.000481
2481	0.000477
2482	0.000485
2483	0.000482
2486	0.000474
2484	0.000497
2485	0.000492
2487	0.000485
2489	0.000473
2488	0.000494
2491	0.000476
2490	0.000491
2493	0.000471
2492	0.000484
2494	0.000475
2495	0.000469
2496	0.000481
2497	0.000485
2498	0.000483
2499	0.000483
2500	0.000484
2501	0.000479
2502	0.000476
2503	0.000479
2504	0.000496
2505	0.000497
2507	0.000482
2508	0.000478
2506	0.000497
2511	0.000471
2513	0.000468
2509	0.000510
2510	0.000506
2512	0.000494
2514	0.000503
2516	0.000487
2515	0.000500
2517	0.000506
2519	0.000489
2520	0.000485
2518	0.000509
2521	0.000491
2522	0.000495
2524	0.000483
2523	0.000491
2525	0.000483
2527	0.000480
2526	0.000498
2529	0.000498
2530	0.000492
2528	0.000512
2531	0.000496
2533	0.000485
2532	0.000495
2536	0.000477
2535	0.000490
2534	0.000500
2537	0.000496
2538	0.000499
2539	0.000497
2540	0.000500
2541	0.000496
2542	0.000495
2543	0.000489
2545	0.000486
2544	0.000512
2546	0.000496
2547	0.000495
2548	0.000491
2550	0.000480
2549	0.000499
2551	0.000504
2553	0.000491
2552	0.000502
2554	0.000490
2555	0.000488
2556	0.000486
2557	0.000490
2558	0.000492
2559	0.000488
2561	0.000483
2560	0.000492
2562	0.000492
2563	0.000484
2564	0.000492
2566	0.000476
2565	0.000495
2567	0.000477
2568	0.000474
2570	0.000478
2571	0.000483
2569	0.000500
2575	0.000458
2573	0.000477
2572	0.000493
2574	0.000481
2577	0.000473
2576	0.000486
2578	0.000478
2580	0.000475
2579	0.000489
2581	0.000478
2582	0.000481
2584	0.000484
2586	0.000473
2583	0.000500
2589	0.000463
2585	0.000501
2587	0.000498
2588	0.000491
2590	0.000486
2591	0.000471
2592	0.000479
2594	0.000467
2593	0.000486
2595	0.000493
2598	0.000477
2596	0.000497
2597	0.000492
2599	0.000481
2601	0.000477
2600	0.000498
2604	0.000478
2602	0.000506
2603	0.000499
2605	0.000488
2606	0.000491
2609	0.000488
2610	0.000484
2607	0.000512
2608	0.000508
2611	0.000487
2612	0.000489
2614	0.000475
2613	0.000493
2617	0.000477
2615	0.000498
2616	0.000507
2618	0.000499
2619	0.000495
2620	0.000518
2621	0.000513
2622	0.000513
2623	0.000507
2624	0.000506
2625	0.000506
2626	0.000512
2629	0.000495
2628	0.000508
2627	0.000524
2630	0.000519
2632	0.000500
2634	0.000493
2631	0.000517
2636	0.000497
2633	0.000526
2639	0.000500
2638	0.000513
2640	0.000505
2637	0.000531
2635	0.000547
2643	0.000499
2644	0.000497
2641	0.000526
2645	0.000503
2642	0.000534
2646	0.000518
2648	0.000513
2651	0.000494
2647	0.000530
2649	0.000520
2650	0.000522
2652	0.000507
2653	0.000515
2656	0.000493
2657	0.000492
2655	0.000513
2654	0.000534
2664	0.000470
2658	0.000521
2661	0.000502
2659	0.000526
2662	0.000503
2660	0.000520
2663	0.000504
2665	0.000501
2668	0.000490
2669	0.000484
2666	0.000512
2667	0.000509
2670	0.000487
2671	0.000505
2672	0.000501
2673	0.000503
2674	0.000498
2675	0.000500
2676	0.000499
2678	0.000486
2677	0.000499
2679	0.000499
2681	0.000494
2680	0.000507
2685	0.000466
2682	0.000493
2683	0.000490
2684	0.000501
2686	0.000491
2689	0.000478
2690	0.000476
2688	0.000498
2687	0.000508
2691	0.000494
2692	0.000490
2693	0.000487
2694	0.000490
2695	0.000495
2696	0.000495
2697	0.000499
2699	0.000483
2698	0.000496
2700	0.000495
2702	0.000493
2703	0.000487
2704	0.000484
2701	0.000509
2705	0.000490
2706	0.000498
2709	0.000482
2708	0.000491
2707	0.000510
2710	0.000487
2711	0.000489
2712	0.000497
2714	0.000484
2713	0.000513
2718	0.000475
2717	0.000486
2719	0.000486
2715	0.000516
2716	0.000517
2720	0.000490
2721	0.000499
2722	0.000495
2723	0.000503
2725	0.000487
2724	0.000503
2726	0.000492
2728	0.000496
2727	0.000507
2729	0.000499
2733	0.000469
2731	0.000508
2730	0.000528
2732	0.000517
2734	0.000524
2736	0.000514
2738	0.000510
2735	0.000534
2737	0.000521
2742	0.000492
2739	0.000522
2740	0.000525
2741	0.000527
2743	0.000511
2747	0.000486
2745	0.000523
2744	0.000532
2748	0.000504
2746	0.000529
2749	0.000501
2751	0.000506
2750	0.000524
2754	0.000485
2753	0.000506
2752	0.000524
2755	0.000496
2756	0.000502
2758	0.000487
2757	0.000500
2759	0.000488
2760	0.000499
2763	0.000475
2762	0.000486
2761	0.000503
2765	0.000467
2764	0.000476
2766	0.000494
2768	0.000477
2767	0.000492
2769	0.000479
2771	0.000466
2770	0.000482
2773	0.000468
2772	0.000479
2775	0.000465
2776	0.000470
2777	0.000466
2774	0.000496
2779	0.000460
2780	0.000460
2778	0.000480
2782	0.000470
2783	0.000468
2784	0.000463
2781	0.000485
2785	0.000462
2786	0.000480
2787	0.000476
2788	0.000471
2790	0.000458
2789	0.000466
2791	0.000477
2792	0.000468
2794	0.000458
2795	0.000455
2793	0.000479
2796	0.000468
2797	0.000467
2798	0.000474
2799	0.000476
2800	0.000479
2801	0.000472
2803	0.000470
2804	0.000465
2802	0.000492
2805	0.000470
2806	0.000490
2807	0.000487
2809	0.000478
2810	0.000473
2812	0.000469
2808	0.000506
2811	0.000490
2814	0.000471
2815	0.000470
2813	0.000489
2816	0.000476
2817	0.000471
2819	0.000465
2818	0.000484
2820	0.000476
2821	0.000470
2824	0.000466
2822	0.000488
2823	0.000477
2825	0.000467
2826	0.000467
2828	0.000464
2827	0.000472
2829	0.000464
2830	0.000477
2831	0.000484
2832	0.000479
2833	0.000472
2835	0.000474
2834	0.000489
2836	0.000474
2837	0.000479
2839	0.000470
2838	0.000482
2840	0.000491
2841	0.000484
2842	0.000486
2843	0.000495
2845	0.000487
2844	0.000498
2846	0.000486
2847	0.000483
2848	0.000489
2849	0.000491
2852	0.000477
2851	0.000497
2850	0.000507
2853	0.000501
2856	0.000485
2854	0.000504
2855	0.000503
2859	0.000489
2857	0.000513
2858	0.000508
2860	0.000496
2861	0.000496
2862	0.000496
2864	0.000485
2863	0.000493
2865	0.000497
2866	0.000489
2868	0.000487
2867	0.000498
2869	0.000489
2870	0.000484
2871	0.000494
2874	0.000484
2872	0.000503
2873	0.000504
2875	0.000490
2877	0.000490
2876	0.000499
2879	0.000483
2878	0.000506
2881	0.000487
2880	0.000506
2884	0.000477
2882	0.000496
2883	0.000503
2885	0.000488
2887	0.000487
2890	0.000466
2886	0.000506
2888	0.000501
2889	0.000492
2892	0.000477
2891	0.000491
2894	0.000479
2893	0.000509
2895	0.000494
2897	0.000496
2898	0.000494
2896	0.000522
2899	0.000504
2900	0.000498
2901	0.000494
2902	0.000499
2903	0.000498
2904	0.000514
2907	0.000487
2909	0.000477
2906	0.000512
2908	0.000494
2905	0.000533
2910	0.000500
2913	0.000488
2912	0.000501
2915	0.000484
2914	0.000502
2911	0.000530
2917	0.000483
2916	0.000510
2919	0.000487
2918	0.000501
2920	0.000493
2921	0.000488
2924	0.000467
2923	0.000481
2922	0.000488
2925	0.000496
2926	0.000489
2927	0.000487
2928	0.000487
2929	0.000487
2930	0.000497
2932	0.000482
2931	0.000500
2933	0.000487
2934	0.000484
2935	0.000485
2936	0.000486
2938	0.000486
2937	0.000499
2939	0.000492
2943	0.000463
2942	0.000480
2941	0.000491
2945	0.000461
2940	0.000508
2944	0.000478
2946	0.000475
2947	0.000495
2949	0.000481
2950	0.000477
2948	0.000498
2954	0.000451
2952	0.000470
2953	0.000466
2951	0.000492
2957	0.000457
2955	0.000482
2956	0.000477
2958	0.000478
2959	0.000480
2960	0.000480
2962	0.000483
2961	0.000491
2964	0.000465
2965	0.000463
2966	0.000462
2963	0.000492
2967	0.000466
2969	0.000452
2968	0.000484
2971	0.000469
2970	0.000482
2972	0.000472
2973	0.000470
2974	0.000471
2975	0.000468
2976	0.000462
2977	0.000472
2978	0.000473
2979	0.000464
2980	0.000470
2981	0.000474
2983	0.000457
2984	0.000457
2982	0.000481
2985	0.000481
2986	0.000477
2987	0.000470
2989	0.000458
2988	0.000466
2990	0.000457
2991	0.000454
2992	0.000460
2993	0.000471
2994	0.000470
2995	0.000466
2996	0.000467
2997	0.000474
2998	0.000474
2999	0.000469
3001	0.000463
3000	0.000474
3002	0.000480
3004	0.000468
3005	0.000466
3006	0.000461
3003	0.000492
3007	0.000473
3009	0.000475
3008	0.000490
3011	0.000477
3013	0.000466
3012	0.000478
3010	0.000495
3014	0.000473
3015	0.000481
3016	0.000476
3017	0.000484
3019	0.000471
3018	0.000484
3021	0.000470
3020	0.000492
3022	0.000477
3023	0.000491
3024	0.000485
3025	0.000487
3026	0.000499
3027	0.000501
3028	0.000493
3029	0.000487
3030	0.000483
3031	0.000496
3032	0.000500
3033	0.000500
3034	0.000498
3035	0.000494
3036	0.000494
3038	0.000482
3040	0.000484
3037	0.000508
3039	0.000494
3041	0.000484
3044	0.000489
3042	0.000510
3043	0.000506
3045	0.000499
3046	0.000492
3048	0.000494
3047	0.000508
3049	0.000499
3050	0.000498
3052	0.000491
3051	0.000502
3053	0.000491
3056	0.000486
3054	0.000506
3055	0.000506
3057	0.000498
3060	0.000482
3059	0.000499
3058	0.000508
3061	0.000486
3062	0.000496
3064	0.000496
3063	0.000509
3065	0.000499
3067	0.000494
3066	0.000507
3068	0.000495
3069	0.000498
3071	0.000496
3072	0.000491
3070	0.000516
3074	0.000505
3075	0.000504
3073	0.000531
3080	0.000483
3079	0.000492
3076	0.000521
3078	0.000507
3077	0.000521
3082	0.000495
3081	0.000508
3083	0.000506
3085	0.000507
3084	0.000520
3086	0.000504
3088	0.000494
3087	0.000509
3089	0.000515
3090	0.000511
3093	0.000502
3091	0.000524
3092	0.000529
3094	0.000515
3095	0.000513
3097	0.000519
3096	0.000532
3099	0.000517
3100	0.000506
3101	0.000514
3098	0.000548
3102	0.000528
3105	0.000501
3103	0.000527
3104	0.000522
3106	0.000530
3108	0.000524
3107	0.000535
3109	0.000523
3110	0.000526
3111	0.000527
3113	0.000522
3112	0.000531
3115	0.000520
3114	0.000534
3116	0.000523
3119	0.000521
3118	0.000530
3120	0.000520
3117	0.000554
3123	0.000504
3121	0.000526
3122	0.000525
3124	0.000515
3125	0.000513
3126	0.000511
3128	0.000505
3127	0.000520
3129	0.000512
3130	0.000507
3132	0.000502
3131	0.000517
3133	0.000512
3134	0.000513
3135	0.000513
3136	0.000508
3137	0.000514
3138	0.000508
3139	0.000509
3141	0.000508
3140	0.000517
3145	0.000482
3142	0.000517
3143	0.000510
3144	0.000509
3146	0.000507
3147	0.000506
3148	0.000503
3149	0.000499
3152	0.000480
3150	0.000503
3151	0.000498
3154	0.000494
3153	0.000509
3155	0.000493
3157	0.000493
3156	0.000502
3159	0.000481
3160	0.000478
3158	0.000505
3161	0.000487
3162	0.000483
3165	0.000477
3164	0.000489
3163	0.000499
3166	0.000477
3167	0.000477
3169	0.000476
3168	0.000490
3171	0.000480
3170	0.000494
3172	0.000482
3174	0.000472
3173	0.000485
3175	0.000482
3176	0.000480
3177	0.000493
3178	0.000495
3180	0.000484
3181	0.000480
3179	0.000501
3182	0.000480
3185	0.000468
3184	0.000485
3183	0.000496
3187	0.000477
3186	0.000499
3188	0.000488
3189	0.000485
3191	0.000472
3190	0.000484
3193	0.000475
3192	0.000484
3195	0.000490
3194	0.000504
3197	0.000485
3198	0.000479
3199	0.000478
3196	0.000521
3202	0.000477
3200	0.000493
3201	0.000494
3203	0.000489
3205	0.000484
3206	0.000477
3204	0.000493
3207	0.000489
3209	0.000469
3208	0.000492
3210	0.000485
3212	0.000469
3211	0.000501
3213	0.000479
3214	0.000465
3215	0.000483
3217	0.000480
3216	0.000489
3218	0.000484
3219	0.000481
3220	0.000483
3221	0.000482
3223	0.000470
3224	0.000471
3222	0.000497
3225	0.000477
3226	0.000483
3227	0.000473
3228	0.000466
3229	0.000463
3230	0.000478
3231	0.000482
3232	0.000481
3233	0.000478
3235	0.000475
3234	0.000485
3236	0.000475
3238	0.000470
3237	0.000483
3240	0.000463
3242	0.000457
3239	0.000481
3241	0.000471
3243	0.000468
3244	0.000466
3245	0.000464
3247	0.000461
3246	0.000476
3249	0.000451
3248	0.000468
3250	0.000461
3251	0.000458
3252	0.000461
3254	0.000453
3253	0.000464
3255	0.000463
3256	0.000468
3257	0.000462
3258	0.000456
3259	0.000454
3260	0.000450
3261	0.000463
3262	0.000465
3263	0.000467
3264	0.000460
3265	0.000459
3266	0.000453
3267	0.000468
3270	0.000453
3269	0.000463
3268	0.000472
3271	0.000457
3273	0.000450
3272	0.000459
3274	0.000461
3275	0.000464
3277	0.000455
3276	0.000468
3278	0.000462
3279	0.000461
3280	0.000460
3282	0.000457
3281	0.000467
3283	0.000456
3284	0.000458
3286	0.000459
3285	0.000475
3287	0.000464
3289	0.000454
3288	0.000472
3291	0.000450
3290	0.000460
3292	0.000453
3293	0.000453
3294	0.000461
3295	0.000466
3296	0.000465
3297	0.000460
3299	0.000448
3300	0.000447
3298	0.000465
3302	0.000449
3301	0.000459
3303	0.000456
3304	0.000450
3305	0.000460
3306	0.000454
3307	0.000454
3308	0.000454
3309	0.000454
3312	0.000442
3311	0.000453
3310	0.000473
3313	0.000467
3316	0.000445
3314	0.000462
3317	0.000455
3315	0.000474
3318	0.000460
3319	0.000462
3320	0.000459
3321	0.000457
3322	0.000456
3325	0.000451
3323	0.000467
3324	0.000461
3326	0.000458
3327	0.000460
3328	0.000466
3329	0.000467
3330	0.000469
3332	0.000460
3331	0.000474
3334	0.000460
3333	0.000469
3336	0.000452
3335	0.000470
3337	0.000465
3338	0.000463
3339	0.000471
3341	0.000454
3340	0.000465
3342	0.000471
3344	0.000462
3343	0.000470
3347	0.000451
3345	0.000468
3346	0.000475
3348	0.000462
3349	0.000459
3350	0.000473
3351	0.000466
3352	0.000468
3353	0.000478
3355	0.000470
3354	0.000485
3358	0.000464
3357	0.000477
3356	0.000488
3360	0.000464
3359	0.000474
3362	0.000457
3361	0.000473
3363	0.000470
3364	0.000474
3366	0.000463
3365	0.000474
3368	0.000459
3367	0.000471
3370	0.000479
3369	0.000490
3371	0.000488
3372	0.000481
3373	0.000487
3374	0.000486
3375	0.000483
3378	0.000469
3377	0.000487
3376	0.000500
3379	0.000471
3380	0.000476
3382	0.000466
3383	0.000470
3381	0.000496
3384	0.000473
3386	0.000476
3385	0.000486
3387	0.000477
3388	0.000480
3391	0.000466
3390	0.000482
3389	0.000497
3392	0.000477
3393	0.000477
3394	0.000476
3395	0.000485
3396	0.000475
3397	0.000477
3399	0.000469
3400	0.000479
3398	0.000498
3401	0.000473
3402	0.000476
3403	0.000476
3405	0.000470
3404	0.000481
3408	0.000464
3407	0.000474
3406	0.000486
3410	0.000464
3411	0.000463
3409	0.000493
3412	0.000473
3413	0.000466
3414	0.000463
3415	0.000481
3418	0.000461
3419	0.000458
3416	0.000487
3417	0.000482
3421	0.000457
3422	0.000452
3420	0.000476
3423	0.000460
3426	0.000457
3425	0.000468
3427	0.000459
3424	0.000486
3428	0.000461
3429	0.000459
3430	0.000464
3431	0.000457
3432	0.000450
3433	0.000450
3434	0.000448
3436	0.000448
3435	0.000461
3437	0.000454
3439	0.000454
3438	0.000466
3440	0.000456
3443	0.000444
3441	0.000463
3444	0.000451
3442	0.000471
3446	0.000452
3445	0.000463
3448	0.000442
3449	0.000440
3447	0.000458
3450	0.000452
3451	0.000455
3452	0.000457
3453	0.000460
3456	0.000442
3454	0.000467
3457	0.000450
3455	0.000469
3458	0.000457
3461	0.000449
3459	0.000468
3460	0.000462
3463	0.000439
3462	0.000470
3464	0.000453
3466	0.000453
3465	0.000466
3467	0.000456
3468	0.000455
3469	0.000463
3470	0.000461
3471	0.000456
3472	0.000459
3473	0.000453
3474	0.000456
3476	0.000459
3475	0.000471
3478	0.000458
3477	0.000469
3479	0.000456
3480	0.000465
3481	0.000466
3482	0.000467
3483	0.000461
3484	0.000467
3485	0.000462
3486	0.000461
3489	0.000457
3487	0.000475
3488	0.000470
3490	0.000458
3492	0.000452
3491	0.000469
3493	0.000462
3495	0.000451
3494	0.000474
3496	0.000462
3497	0.000467
3499	0.000455
3498	0.000465
3500	0.000459
3501	0.000456
3503	0.000458
3504	0.000448
3502	0.000466
3505	0.000462
3507	0.000454
3508	0.000460
3506	0.000483
3510	0.000459
3509	0.000473
3511	0.000464
3512	0.000459
3515	0.000449
3514	0.000467
3513	0.000478
3516	0.000463
3517	0.000461
3526	0.000470
3518	0.000465
3519	0.000461
3520	0.000463
3521	0.000465
3522	0.000465
3523	0.000466
3524	0.000463
3525	0.000460
3527	0.000455
3528	0.000451
3530	0.000456
3529	0.000464
3531	0.000469
3532	0.000467
3534	0.000452
3533	0.000461
3535	0.000457
3536	0.000462
3537	0.000470
3540	0.000450
3539	0.000460
3538	0.000472
3543	0.000447
3542	0.000465
3541	0.000478
3544	0.000462
3545	0.000462
3546	0.000467
3547	0.000464
3548	0.000467
3550	0.000452
3551	0.000453
3549	0.000479
3552	0.000459
3554	0.000463
3553	0.000473
3555	0.000469
3556	0.000463
3558	0.000452
3557	0.000464
3559	0.000451
3560	0.000462
3561	0.000455
3563	0.000454
3562	0.000465
3564	0.000454
3565	0.000456
3568	0.000442
3566	0.000459
3567	0.000465
3569	0.000463
3570	0.000455
3572	0.000445
3571	0.000464
3573	0.000458
3575	0.000446
3574	0.000467
3576	0.000459
3577	0.000465
3579	0.000459
3578	0.000475
3580	0.000462
3581	0.000465
3583	0.000459
3582	0.000482
3584	0.000468
3585	0.000470
3586	0.000461
3587	0.000457
3589	0.000459
3588	0.000477
3592	0.000451
3591	0.000459
3590	0.000475
3593	0.000466
3594	0.000459
3595	0.000462
3596	0.000464
3597	0.000463
3598	0.000464
3600	0.000456
3599	0.000476
3601	0.000462
3602	0.000464
3604	0.000457
3603	0.000473
3605	0.000460
3606	0.000462
3607	0.000461
3608	0.000472
3609	0.000467
3610	0.000464
3611	0.000463
3612	0.000467
3613	0.000458
3615	0.000453
3614	0.000471
3616	0.000467
3617	0.000465
3618	0.000469
3619	0.000471
3620	0.000465
3622	0.000453
