Client	Time
495	0.007693
486	0.007751
525	0.007465
505	0.007617
492	0.007717
520	0.007513
512	0.007589
524	0.007501
591	0.006970
546	0.007338
507	0.007649
504	0.007675
529	0.007499
499	0.007735
521	0.007574
497	0.007752
514	0.007635
513	0.007643
527	0.007542
572	0.007182
502	0.007737
519	0.007612
537	0.007461
544	0.007414
511	0.007685
563	0.007278
530	0.007549
477	0.007936
523	0.007604
585	0.007132
541	0.007486
578	0.007206
548	0.007449
547	0.007481
579	0.007233
515	0.007751
557	0.007421
595	0.007115
543	0.007542
577	0.007281
539	0.007578
556	0.007460
576	0.007296
561	0.007425
551	0.007502
550	0.007519
542	0.007582
536	0.007629
538	0.007616
569	0.007388
571	0.007392
533	0.007704
574	0.007365
535	0.007676
566	0.007441
587	0.007265
581	0.007331
559	0.007526
493	0.008037
518	0.007853
594	0.007240
545	0.007637
922	0.003391
584	0.007345
534	0.007764
560	0.007554
552	0.007617
528	0.007812
568	0.007494
549	0.007644
589	0.007322
562	0.007556
618	0.007089
582	0.007401
567	0.007532
564	0.007557
570	0.007512
613	0.007155
555	0.007643
588	0.007380
634	0.006981
603	0.007265
638	0.006962
602	0.007284
580	0.007475
583	0.007460
628	0.007066
575	0.007530
604	0.007295
590	0.007413
607	0.007274
601	0.007331
598	0.007360
592	0.007418
597	0.007379
553	0.007763
596	0.007408
573	0.007604
668	0.006757
623	0.007199
640	0.007041
626	0.007186
558	0.007757
672	0.006738
586	0.007526
676	0.006696
627	0.007195
837	0.004834
645	0.007010
631	0.007156
612	0.007338
554	0.007822
637	0.007110
644	0.007062
609	0.007380
625	0.007254
620	0.007298
897	0.004030
792	0.005424
619	0.007313
606	0.007418
540	0.007954
671	0.006817
629	0.007217
633	0.007181
657	0.006961
624	0.007297
622	0.007316
655	0.006992
642	0.007128
610	0.007425
689	0.006649
636	0.007191
650	0.007057
646	0.007100
621	0.007357
593	0.007589
605	0.007493
608	0.007474
611	0.007451
617	0.007413
653	0.007067
635	0.007242
600	0.007553
615	0.007447
599	0.007577
654	0.007081
614	0.007471
630	0.007321
639	0.007249
679	0.006851
652	0.007127
664	0.007020
673	0.006939
915	0.003926
889	0.004323
656	0.007127
680	0.006887
726	0.006338
641	0.007292
687	0.006828
658	0.007138
647	0.007243
764	0.005968
651	0.007211
649	0.007230
691	0.006803
690	0.006815
632	0.007406
648	0.007257
660	0.007151
709	0.006579
839	0.005088
674	0.007014
661	0.007162
834	0.005187
935	0.003738
701	0.006687
665	0.007139
711	0.006584
880	0.004558
666	0.007141
703	0.006684
684	0.006957
685	0.006950
681	0.006992
670	0.007120
686	0.006956
895	0.004376
716	0.006560
678	0.007040
662	0.007208
659	0.007241
868	0.004779
692	0.006900
683	0.007004
688	0.006951
706	0.006703
643	0.007418
682	0.007041
696	0.006821
705	0.006737
675	0.007124
616	0.007701
695	0.006846
727	0.006522
940	0.003788
694	0.006948
721	0.006599
1049	0.001803
730	0.006508
699	0.006844
722	0.006600
697	0.006873
702	0.006826
737	0.006455
677	0.007162
667	0.007277
669	0.007259
720	0.006646
793	0.005851
736	0.006487
943	0.003791
1054	0.001753
710	0.006778
717	0.006692
663	0.007350
738	0.006494
732	0.006554
918	0.004200
747	0.006421
723	0.006674
946	0.003806
1016	0.002562
700	0.006933
735	0.006562
763	0.006272
714	0.006779
715	0.006770
773	0.006164
780	0.006079
786	0.006011
844	0.005303
754	0.006376
749	0.006434
756	0.006375
740	0.006546
741	0.006536
707	0.006901
750	0.006444
766	0.006279
698	0.006996
783	0.006087
719	0.006775
774	0.006199
733	0.006636
762	0.006338
745	0.006517
746	0.006510
728	0.006706
725	0.006736
739	0.006594
731	0.006679
791	0.006028
693	0.007154
1044	0.002120
742	0.006574
825	0.005660
713	0.006903
1057	0.001855
718	0.006852
894	0.004708
748	0.006550
765	0.006373
724	0.006803
704	0.007029
952	0.003834
823	0.005714
777	0.006253
782	0.006197
785	0.006168
826	0.005697
873	0.005059
800	0.005999
751	0.006560
789	0.006137
755	0.006521
1048	0.002100
787	0.006161
953	0.003854
874	0.005059
772	0.006344
948	0.003951
712	0.006982
803	0.005983
775	0.006317
788	0.006164
779	0.006276
796	0.006067
753	0.006562
776	0.006310
799	0.006041
760	0.006495
798	0.006055
835	0.005615
821	0.005801
744	0.006670
1062	0.001846
752	0.006601
769	0.006422
846	0.005499
816	0.005887
797	0.006101
770	0.006424
867	0.005208
960	0.003798
824	0.005805
990	0.003282
734	0.006814
941	0.004136
887	0.004938
729	0.006880
949	0.004016
757	0.006589
1060	0.001942
807	0.006015
936	0.004226
1064	0.001867
855	0.005421
767	0.006492
841	0.005599
805	0.006055
820	0.005887
1073	0.001734
878	0.005090
1066	0.001850
836	0.005686
809	0.006020
848	0.005532
860	0.005381
888	0.004980
784	0.006333
759	0.006621
768	0.006524
893	0.004913
811	0.006030
829	0.005826
831	0.005799
856	0.005465
822	0.005910
808	0.006071
804	0.006117
801	0.006154
845	0.005618
781	0.006399
758	0.006663
882	0.005102
708	0.007200
876	0.005207
857	0.005486
870	0.005291
842	0.005676
884	0.005093
794	0.006268
790	0.006324
795	0.006267
815	0.006044
903	0.004818
958	0.003976
881	0.005152
1075	0.001789
802	0.006195
1059	0.002090
818	0.006024
771	0.006572
917	0.004627
866	0.005383
923	0.004547
819	0.006024
905	0.004808
761	0.006696
863	0.005443
983	0.003568
1061	0.002062
832	0.005875
892	0.005026
891	0.005039
925	0.004538
921	0.004596
899	0.004933
812	0.006131
913	0.004714
872	0.005340
850	0.005653
965	0.003912
871	0.005361
810	0.006169
886	0.005151
951	0.004165
1084	0.001701
883	0.005206
859	0.005568
1051	0.002348
947	0.004263
838	0.005847
849	0.005709
828	0.005999
954	0.004152
911	0.004800
853	0.005670
827	0.006020
851	0.005704
840	0.005839
927	0.004587
813	0.006195
854	0.005678
890	0.005148
843	0.005817
877	0.005356
1101	0.001436
806	0.006284
907	0.004894
778	0.006624
817	0.006167
900	0.005007
969	0.003929
858	0.005644
1069	0.002057
814	0.006215
865	0.005537
910	0.004866
902	0.004996
852	0.005740
985	0.003661
833	0.006001
869	0.005494
896	0.005103
912	0.004853
991	0.003570
978	0.003805
980	0.003779
914	0.004837
898	0.005092
979	0.003804
901	0.005041
909	0.004929
1021	0.003083
964	0.004086
1100	0.001530
847	0.005851
1055	0.002394
1065	0.002184
934	0.004595
1067	0.002160
977	0.003869
929	0.004671
937	0.004565
908	0.004975
906	0.005014
970	0.004016
904	0.005048
932	0.004652
879	0.005432
926	0.004744
928	0.004721
920	0.004842
864	0.005679
956	0.004296
1000	0.003511
995	0.003611
945	0.004500
968	0.004095
861	0.005749
939	0.004594
933	0.004684
987	0.003764
1038	0.002864
967	0.004120
975	0.003972
875	0.005555
919	0.004890
957	0.004303
938	0.004629
1039	0.002852
830	0.006185
942	0.004564
984	0.003832
862	0.005755
972	0.004048
1128	0.001137
1006	0.003458
916	0.004957
993	0.003690
997	0.003625
924	0.004856
971	0.004100
1131	0.001092
1058	0.002455
963	0.004240
1046	0.002720
950	0.004492
930	0.004796
1129	0.001151
986	0.003853
998	0.003653
992	0.003756
962	0.004289
1004	0.003555
988	0.003837
1089	0.001911
981	0.003973
1003	0.003577
996	0.003708
1134	0.001095
931	0.004817
989	0.003842
944	0.004627
966	0.004248
1009	0.003486
974	0.004100
1012	0.003405
976	0.004082
1008	0.003517
1087	0.002000
1007	0.003551
982	0.004015
1070	0.002335
1107	0.001648
994	0.003802
1137	0.001092
1034	0.003088
1140	0.001046
1081	0.002172
1072	0.002329
1040	0.003004
1052	0.002726
1017	0.003416
959	0.004449
1036	0.003083
1050	0.002767
1085	0.002108
1002	0.003698
999	0.003767
1015	0.003463
1001	0.003727
1077	0.002273
1099	0.001845
1029	0.003253
1150	0.000926
1010	0.003584
1033	0.003173
1005	0.003694
1018	0.003452
1024	0.003362
1026	0.003336
1080	0.002265
1082	0.002233
1152	0.000930
1014	0.003521
1144	0.001052
1125	0.001425
1146	0.001029
1145	0.001044
1147	0.001018
1097	0.001923
1042	0.003031
1063	0.002567
1019	0.003472
1141	0.001120
1030	0.003281
973	0.004284
1088	0.002137
1068	0.002500
1083	0.002238
1041	0.003083
1020	0.003474
1103	0.001866
1096	0.001961
1031	0.003270
1025	0.003406
1045	0.002996
1028	0.003351
1126	0.001444
1105	0.001823
1013	0.003589
1156	0.000901
1086	0.002206
1011	0.003628
1091	0.002097
1098	0.001962
1023	0.003455
1037	0.003197
1094	0.002044
1154	0.000946
1053	0.002852
1151	0.001021
1120	0.001616
1078	0.002384
1071	0.002508
1079	0.002371
1022	0.003500
1027	0.003415
1104	0.001898
1119	0.001648
1035	0.003263
1032	0.003312
1117	0.001683
1161	0.000822
1095	0.002067
1159	0.000861
1102	0.001959
1135	0.001355
1155	0.000988
1093	0.002120
1108	0.001857
1074	0.002494
1133	0.001398
1047	0.003029
1149	0.001126
1090	0.002223
1163	0.000823
1043	0.003167
1164	0.000814
1127	0.001552
1138	0.001347
1158	0.000954
1162	0.000872
1167	0.000780
1114	0.001811
1109	0.001909
1056	0.002884
1076	0.002527
1113	0.001860
1106	0.001975
1168	0.000795
1121	0.001750
1116	0.001815
1111	0.001920
1112	0.001910
1118	0.001798
1092	0.002266
1166	0.000867
1148	0.001251
1171	0.000751
1132	0.001533
1169	0.000806
1170	0.000782
1172	0.000751
1123	0.001732
1165	0.000904
1173	0.000738
1124	0.001729
1176	0.000721
1139	0.001432
1157	0.001088
1143	0.001360
1130	0.001619
1110	0.002004
1177	0.000730
1160	0.001036
1136	0.001525
1115	0.001925
1174	0.000771
1178	0.000732
1175	0.000770
1142	0.001419
1153	0.001243
1180	0.000683
1122	0.001836
1182	0.000673
1183	0.000663
1185	0.000650
1184	0.000694
1179	0.000784
1181	0.000759
1186	0.000659
1189	0.000620
1193	0.000586
1188	0.000645
1192	0.000621
1190	0.000649
1194	0.000603
1197	0.000565
1191	0.000664
1196	0.000602
1199	0.000564
1187	0.000730
1205	0.000505
1200	0.000577
1204	0.000531
1201	0.000577
1198	0.000617
1202	0.000583
1206	0.000525
1209	0.000509
1203	0.000597
1207	0.000541
1195	0.000710
1211	0.000528
1210	0.000542
1213	0.000524
1212	0.000544
1214	0.000531
1208	0.000595
1215	0.000560
1220	0.000499
1217	0.000543
1218	0.000535
1222	0.000499
1216	0.000582
1224	0.000491
1223	0.000506
1219	0.000556
1221	0.000540
1225	0.000517
1227	0.000498
1226	0.000521
1229	0.000495
1231	0.000481
1228	0.000514
1230	0.000502
1232	0.000496
1238	0.000462
1233	0.000523
1241	0.000468
1235	0.000517
1236	0.000519
1234	0.000542
1245	0.000459
1240	0.000503
1246	0.000458
1242	0.000496
1237	0.000535
1247	0.000464
1243	0.000507
1239	0.000547
1244	0.000512
1248	0.000495
1249	0.000514
1251	0.000506
1252	0.000508
1256	0.000482
1250	0.000536
1253	0.000514
1255	0.000501
1257	0.000502
1259	0.000492
1254	0.000535
1261	0.000484
1260	0.000496
1258	0.000522
1262	0.000500
1263	0.000496
1266	0.000484
1264	0.000502
1270	0.000464
1269	0.000474
1267	0.000493
1265	0.000518
1273	0.000474
1268	0.000531
1272	0.000499
1274	0.000508
1271	0.000531
1275	0.000498
1277	0.000489
1276	0.000501
1279	0.000475
1280	0.000486
1278	0.000516
1281	0.000505
1282	0.000507
1287	0.000480
1283	0.000526
1285	0.000520
1284	0.000543
1286	0.000533
1288	0.000530
1289	0.000526
1291	0.000502
1292	0.000503
1290	0.000518
1295	0.000497
1294	0.000505
1298	0.000477
1296	0.000503
1300	0.000471
1302	0.000472
1293	0.000554
1297	0.000528
1299	0.000510
1303	0.000488
1301	0.000508
1304	0.000485
1305	0.000493
1307	0.000493
1306	0.000503
1309	0.000487
1308	0.000517
1310	0.000504
1312	0.000504
1315	0.000483
1311	0.000522
1313	0.000504
1316	0.000507
1314	0.000549
1320	0.000504
1318	0.000525
1317	0.000542
1321	0.000516
1319	0.000540
1322	0.000518
1329	0.000472
1325	0.000509
1332	0.000458
1333	0.000466
1331	0.000490
1324	0.000553
1328	0.000526
1335	0.000475
1323	0.000569
1326	0.000548
1327	0.000551
1330	0.000532
1341	0.000458
1336	0.000510
1339	0.000484
1337	0.000509
1338	0.000500
1334	0.000538
1342	0.000475
1340	0.000515
1344	0.000489
1343	0.000500
1346	0.000484
1348	0.000499
1345	0.000539
1350	0.000501
1351	0.000495
1349	0.000520
1347	0.000547
1356	0.000482
1355	0.000496
1357	0.000496
1352	0.000548
1354	0.000538
1353	0.000555
1358	0.000513
1361	0.000507
1359	0.000531
1365	0.000497
1363	0.000520
1362	0.000530
1360	0.000553
1369	0.000502
1370	0.000496
1371	0.000496
1366	0.000542
1372	0.000506
1368	0.000538
1373	0.000507
1367	0.000557
1380	0.000458
1364	0.000604
1374	0.000536
1375	0.000526
1381	0.000475
1378	0.000503
1376	0.000530
1377	0.000518
1383	0.000476
1385	0.000471
1379	0.000522
1382	0.000507
1386	0.000494
1384	0.000512
1390	0.000488
1388	0.000509
1392	0.000480
1394	0.000468
1389	0.000519
1391	0.000512
1387	0.000553
1396	0.000499
1397	0.000494
1393	0.000528
1403	0.000452
1402	0.000470
1398	0.000508
1395	0.000542
1404	0.000486
1399	0.000534
1401	0.000520
1400	0.000535
1405	0.000510
1409	0.000489
1410	0.000485
1411	0.000486
1412	0.000487
1407	0.000528
1406	0.000550
1414	0.000494
1408	0.000542
1415	0.000492
1416	0.000486
1417	0.000481
1413	0.000536
1420	0.000482
1424	0.000458
1421	0.000509
1418	0.000564
1426	0.000505
1425	0.000518
1419	0.000569
1428	0.000501
1427	0.000512
1422	0.000554
1423	0.000545
1430	0.000489
1435	0.000470
1433	0.000493
1436	0.000472
1432	0.000508
1437	0.000471
1431	0.000524
1434	0.000509
1429	0.000560
1439	0.000471
1438	0.000507
1446	0.000450
1440	0.000536
1441	0.000523
1450	0.000460
1449	0.000469
1444	0.000515
1443	0.000529
1442	0.000542
1447	0.000506
1448	0.000504
1445	0.000534
1452	0.000485
1451	0.000498
1453	0.000508
1457	0.000474
1456	0.000484
1454	0.000532
1459	0.000500
1455	0.000538
1461	0.000496
1462	0.000491
1460	0.000513
1463	0.000495
1458	0.000537
1465	0.000494
1464	0.000522
1466	0.000516
1467	0.000510
1473	0.000465
1470	0.000494
1469	0.000507
1468	0.000526
1474	0.000484
1475	0.000488
1472	0.000526
1471	0.000538
1476	0.000508
1478	0.000503
1484	0.000469
1477	0.000539
1481	0.000514
1483	0.000502
1482	0.000514
1485	0.000491
1480	0.000546
1479	0.000554
1486	0.000519
1487	0.000511
1489	0.000531
1488	0.000543
1490	0.000522
1498	0.000470
1491	0.000527
1496	0.000492
1492	0.000529
1493	0.000527
1497	0.000506
1494	0.000533
1495	0.000541
1501	0.000506
1503	0.000484
1505	0.000482
1499	0.000551
1500	0.000545
1502	0.000540
1504	0.000522
1506	0.000506
1508	0.000501
1507	0.000512
1509	0.000519
1512	0.000503
1511	0.000516
1513	0.000505
1514	0.000500
1516	0.000494
1515	0.000512
1519	0.000485
1517	0.000503
1518	0.000497
1510	0.000565
1523	0.000467
1521	0.000506
1520	0.000521
1524	0.000496
1525	0.000489
1526	0.000487
1522	0.000530
1529	0.000503
1527	0.000521
1531	0.000494
1539	0.000438
1533	0.000490
1532	0.000505
1538	0.000465
1544	0.000431
1542	0.000446
1540	0.000466
1530	0.000550
1543	0.000457
1535	0.000525
1528	0.000583
1536	0.000533
1545	0.000473
1537	0.000536
1541	0.000519
1546	0.000488
1534	0.000599
1547	0.000505
1550	0.000482
1554	0.000460
1548	0.000524
1551	0.000504
1553	0.000481
1549	0.000532
1552	0.000499
1555	0.000515
1558	0.000496
1560	0.000492
1557	0.000519
1561	0.000494
1556	0.000548
1559	0.000531
1562	0.000515
1565	0.000491
1564	0.000509
1566	0.000498
1563	0.000522
1567	0.000497
1569	0.000493
1568	0.000503
1570	0.000510
1574	0.000490
1576	0.000479
1571	0.000522
1572	0.000515
1575	0.000496
1579	0.000477
1573	0.000535
1584	0.000459
1577	0.000523
1581	0.000508
1578	0.000537
1589	0.000469
1580	0.000548
1587	0.000492
1585	0.000521
1588	0.000501
1582	0.000556
1583	0.000551
1586	0.000539
1590	0.000523
1591	0.000519
1597	0.000484
1598	0.000477
1594	0.000520
1595	0.000518
1592	0.000550
1593	0.000544
1596	0.000524
1600	0.000517
1601	0.000512
1602	0.000499
1599	0.000539
1604	0.000519
1605	0.000527
1606	0.000524
1609	0.000504
1608	0.000516
1610	0.000508
1603	0.000567
1607	0.000547
1614	0.000514
1616	0.000502
1613	0.000527
1611	0.000544
1620	0.000481
1612	0.000552
1618	0.000506
1615	0.000541
1617	0.000527
1619	0.000523
1624	0.000489
1621	0.000527
1622	0.000525
1623	0.000518
1626	0.000496
1625	0.000505
1629	0.000488
1627	0.000519
1630	0.000502
1631	0.000499
1628	0.000528
1632	0.000503
1633	0.000515
1635	0.000506
1637	0.000493
1634	0.000517
1636	0.000505
1639	0.000504
1638	0.000517
1641	0.000504
1640	0.000515
1643	0.000509
1644	0.000503
1642	0.000531
1645	0.000503
1646	0.000523
1649	0.000509
1651	0.000496
1653	0.000489
1648	0.000534
1647	0.000544
1650	0.000522
1655	0.000516
1654	0.000530
1652	0.000558
1656	0.000529
1657	0.000529
1660	0.000503
1658	0.000531
1659	0.000530
1663	0.000509
1662	0.000528
1664	0.000520
1661	0.000559
1665	0.000515
1666	0.000514
1667	0.000525
1668	0.000535
1671	0.000514
1672	0.000512
1675	0.000491
1673	0.000508
1670	0.000532
1669	0.000554
1674	0.000522
1677	0.000511
1678	0.000504
1676	0.000525
1679	0.000503
1684	0.000487
1685	0.000489
1683	0.000506
1680	0.000531
1681	0.000527
1682	0.000525
1686	0.000505
1690	0.000497
1688	0.000524
1687	0.000533
1691	0.000504
1689	0.000529
1692	0.000520
1693	0.000517
1694	0.000520
1696	0.000537
1695	0.000544
1697	0.000533
1702	0.000499
1700	0.000522
1701	0.000524
1699	0.000543
1703	0.000512
1698	0.000563
1704	0.000522
1708	0.000502
1705	0.000529
1709	0.000500
1710	0.000505
1706	0.000545
1707	0.000542
1711	0.000523
1715	0.000498
1713	0.000518
1716	0.000518
1714	0.000538
1718	0.000509
1712	0.000560
1719	0.000505
1717	0.000529
1721	0.000507
1720	0.000519
1723	0.000510
1727	0.000482
1728	0.000485
1722	0.000537
1726	0.000512
1724	0.000535
1725	0.000537
1731	0.000491
1729	0.000519
1730	0.000523
1733	0.000513
1739	0.000469
1735	0.000509
1736	0.000508
1741	0.000468
1732	0.000559
1738	0.000514
1737	0.000529
1734	0.000563
1742	0.000491
1740	0.000514
1744	0.000492
1747	0.000468
1745	0.000489
1743	0.000521
1746	0.000504
1748	0.000512
1750	0.000503
1751	0.000497
1749	0.000522
1753	0.000502
1755	0.000487
1754	0.000501
1752	0.000527
1757	0.000500
1758	0.000520
1756	0.000542
1760	0.000520
1759	0.000537
1767	0.000469
1761	0.000546
1762	0.000541
1763	0.000536
1765	0.000516
1768	0.000516
1771	0.000509
1769	0.000536
1772	0.000517
1764	0.000583
1774	0.000506
1766	0.000575
1770	0.000547
1776	0.000501
1773	0.000531
1778	0.000495
1779	0.000490
1775	0.000521
1777	0.000526
1780	0.000506
1784	0.000481
1783	0.000492
1781	0.000533
1785	0.000512
1786	0.000509
1788	0.000505
1787	0.000516
1791	0.000491
1782	0.000569
1792	0.000501
1789	0.000532
1794	0.000491
1793	0.000509
1790	0.000538
1796	0.000494
1797	0.000495
1799	0.000503
1795	0.000554
1802	0.000496
1798	0.000537
1800	0.000533
1803	0.000513
1801	0.000533
1805	0.000516
1804	0.000524
1807	0.000496
1808	0.000508
1810	0.000510
1806	0.000574
1811	0.000531
1814	0.000504
1809	0.000554
1816	0.000500
1812	0.000543
1817	0.000508
1815	0.000532
1813	0.000557
1820	0.000502
1822	0.000491
1818	0.000535
1819	0.000530
1825	0.000487
1821	0.000535
1826	0.000499
1824	0.000524
1831	0.000482
1823	0.000548
1828	0.000516
1827	0.000525
1832	0.000491
1829	0.000521
1830	0.000517
1839	0.000447
1833	0.000506
1837	0.000503
1841	0.000482
1840	0.000495
1838	0.000513
1835	0.000540
1845	0.000468
1849	0.000440
1836	0.000553
1842	0.000514
1843	0.000506
1847	0.000470
1834	0.000585
1844	0.000514
1848	0.000476
1846	0.000504
1850	0.000477
1855	0.000459
1853	0.000486
1852	0.000495
1851	0.000522
1854	0.000496
1857	0.000470
1859	0.000474
1856	0.000503
1860	0.000476
1858	0.000494
1861	0.000489
1866	0.000469
1862	0.000512
1864	0.000512
1869	0.000480
1865	0.000510
1871	0.000474
1872	0.000469
1863	0.000543
1870	0.000495
1868	0.000513
1874	0.000474
